3630.TWO,新鉅科
3631.TWO,晟楠
3632.TWO,研勤
3646.TWO,艾恩特
3663.TWO,鑫科
3664.TWO,安瑞-KY
3666.TWO,光耀
3672.TWO,康聯訊
3675.TWO,德微
3680.TWO,家登
3684.TWO,榮昌
3685.TWO,元創精密
3687.TWO,歐買尬
3689.TWO,湧德
3691.TWO,碩禾
3693.TWO,營邦
3707.TWO,漢磊
3709.TWO,鑫聯大投控
3710.TWO,連展投控
3713.TWO,新晶投控
4102.TWO,永日
4105.TWO,東洋
4107.TWO,邦特
4109.TWO,加捷生醫
4111.TWO,濟生
4113.TWO,聯上
4114.TWO,健喬
4116.TWO,明基醫
4120.TWO,友華
4121.TWO,優盛
4123.TWO,晟德
4126.TWO,太醫
4127.TWO,天良
4128.TWO,中天
4129.TWO,聯合
4130.TWO,健亞
4131.TWO,浩泰
4138.TWO,曜亞
4139.TWO,馬光-KY
4147.TWO,中裕
4153.TWO,鈺緯
4154.TWO,樂威科-KY
4157.TWO,太景*-KY
4160.TWO,訊聯基因
4161.TWO,聿新科
4162.TWO,智擎
4163.TWO,鐿鈦
4166.TWO,友霖
4167.TWO,松瑞藥
4168.TWO,醣聯
4171.TWO,瑞基
4173.TWO,久裕
4174.TWO,浩鼎
4175.TWO,杏一
4183.TWO,福永生技
4188.TWO,安克
4192.TWO,杏國
4198.TWO,欣大健康
4205.TWO,中華食
4207.TWO,環泰
4303.TWO,信立
4304.TWO,勝昱
4305.TWO,世坤
4401.TWO,東隆興
4402.TWO,郡都開發
4406.TWO,新昕纖
4413.TWO,飛寶企業
4416.TWO,三圓
4417.TWO,金洲
4419.TWO,皇家美食
4420.TWO,光明
4430.TWO,耀億
4432.TWO,銘旺實
4433.TWO,興采
4442.TWO,竣邦-KY
4502.TWO,健信
4503.TWO,金雨
4506.TWO,崇友
4510.TWO,高鋒
4513.TWO,福裕
4523.TWO,永彰
4527.TWO,方方土霖
4528.TWO,江興鍛
4529.TWO,淳紳
4530.TWO,宏易
4533.TWO,協易機
4534.TWO,慶騰
4535.TWO,至興
4538.TWO,大詠城
4541.TWO,晟田
4542.TWO,科嶠
4543.TWO,萬在
4549.TWO,桓達
4550.TWO,長佳
4554.TWO,橙的
4556.TWO,旭然
4558.TWO,寶緯
4561.TWO,健椿
4563.TWO,百德
4568.TWO,科際精密
4577.TWO,達航科技
4580.TWO,捷流閥業
4584.TWO,君帆
4609.TWO,唐鋒
4702.TWO,中美實
4706.TWO,大恭
4707.TWO,磐亞
4711.TWO,永純
4714.TWO,永捷
4716.TWO,大立
4721.TWO,美琪瑪
4726.TWO,永昕
4728.TWO,雙美
4729.TWO,熒茂
4735.TWO,豪展
4741.TWO,泓瀚
4743.TWO,合一
4744.TWO,皇將
4745.TWO,合富-KY
4747.TWO,強生製藥
4749.TWO,新應材
4754.TWO,國碳科
4760.TWO,勤凱科技
4767.TWO,誠泰科技
4768.TWO,晶呈科技
4772.TWO,台特化
4804.TWO,大略-KY
4806.TWO,桂田文創
4903.TWO,聯光通
4905.TWO,台聯電
4907.TWO,富宇
4908.TWO,前鼎
4909.TWO,新復興
4911.TWO,德英
4923.TWO,力士
4924.TWO,欣厚-KY
4931.TWO,新盛力
4933.TWO,友輝
4939.TWO,亞電
4946.TWO,辣椒
4950.TWO,金耘國際
4951.TWO,精拓科
4953.TWO,緯軟
4966.TWO,譜瑞-KY
4971.TWO,IET-KY
4972.TWO,湯石照明
4973.TWO,廣穎電通
4974.TWO,亞泰
4979.TWO,華星光
4987.TWO,科誠
4991.TWO,環宇-KY
4995.TWO,晶達
5009.TWO,榮剛
5011.TWO,久陽
5013.TWO,強新
5014.TWO,建錩
5015.TWO,華祺
5016.TWO,松和
5201.TWO,凱衛
5202.TWO,力新
5205.TWO,中茂
5206.TWO,坤悅
5209.TWO,新鼎
5210.TWO,寶碩
5211.TWO,蒙恬
5212.TWO,凌網
5213.TWO,亞昕
5220.TWO,萬達光電
5223.TWO,安力-KY
5227.TWO,立凱-KY
5228.TWO,鈺鎧
5230.TWO,雷笛克光學
5236.TWO,凌陽創新
5245.TWO,智晶
5251.TWO,天鉞電
5263.TWO,智崴
5272.TWO,笙科
5274.TWO,信驊
5276.TWO,達輝-KY
5278.TWO,尚凡*
5287.TWO,數字
5289.TWO,宜鼎
5291.TWO,邑昇
5299.TWO,杰力
5301.TWO,寶得利
5302.TWO,太欣
5309.TWO,系統電
5310.TWO,天剛
5312.TWO,寶島科
5314.TWO,世紀*
5315.TWO,光聯
5321.TWO,美而快
5324.TWO,士開
5328.TWO,華容
5340.TWO,建榮
5344.TWO,立衛
5345.TWO,馥鴻
5347.TWO,世界
5348.TWO,正能量智能
5351.TWO,鈺創
5353.TWO,台林
5355.TWO,佳總
5356.TWO,協益
5364.TWO,力麗店
5371.TWO,中光電
5381.TWO,合正
5386.TWO,青雲
5392.TWO,能率
5398.TWO,慕康生醫
5403.TWO,中菲
5410.TWO,國眾
5425.TWO,台半
5426.TWO,振發
5432.TWO,新門
5438.TWO,東友
5439.TWO,高技
5443.TWO,均豪
5450.TWO,南良
5452.TWO,佶優
5455.TWO,昇益
5457.TWO,宣德
5460.TWO,同協
5464.TWO,霖宏
5465.TWO,富驊
5468.TWO,凱鈺
5474.TWO,聰泰
5475.TWO,德宏
5478.TWO,智冠
5481.TWO,新華
5483.TWO,中美晶
5487.TWO,通泰
5488.TWO,松普
5489.TWO,彩富
5490.TWO,同亨
5493.TWO,三聯
5498.TWO,凱崴
5508.TWO,永信建
5511.TWO,德昌
5512.TWO,力麒
5514.TWO,三豐
5516.TWO,雙喜
5520.TWO,力泰
5523.TWO,豐謙
5529.TWO,鉅陞
5530.TWO,龍巖
5536.TWO,聖暉*
5543.TWO,桓鼎-KY
5548.TWO,安倉
5601.TWO,台聯櫃
5603.TWO,陸海
5604.TWO,中連
5609.TWO,中菲行
5701.TWO,劍湖山
5703.TWO,亞都麗緻
5704.TWO,老爺知
5864.TWO,致和證
5878.TWO,台名
5902.TWO,德記
5903.TWO,全家
5904.TWO,寶雅
5905.TWO,南仁湖
6015.TWO,宏遠證
6016.TWO,康和證
6020.TWO,大展證
6021.TWO,美好證
6023.TWO,元大期貨
6026.TWO,福邦證
6101.TWO,寬魚國際
6103.TWO,合邦
6104.TWO,創惟
6109.TWO,亞元
6111.TWO,大宇資
6113.TWO,亞矽
6114.TWO,久威
6118.TWO,建達
6121.TWO,新普
6122.TWO,擎邦
6123.TWO,上奇
6124.TWO,業強
6125.TWO,廣運
6126.TWO,信音
6127.TWO,九豪
6129.TWO,普誠
6130.TWO,上亞科技
6134.TWO,萬旭
6138.TWO,茂達
6140.TWO,訊達電腦
6143.TWO,振曜
6144.TWO,得利影
6146.TWO,耕興
6147.TWO,頎邦
6148.TWO,驊宏資
6150.TWO,撼訊
6151.TWO,晉倫
6154.TWO,順發
6156.TWO,松上
6158.TWO,禾昌
6160.TWO,欣技
6161.TWO,捷波
6163.TWO,華電網
6167.TWO,久正
6169.TWO,昱泉
6170.TWO,統振
6171.TWO,大城地產
6173.TWO,信昌電
6174.TWO,安碁
6175.TWO,立敦
6179.TWO,亞通
6180.TWO,橘子
6182.TWO,合晶
6185.TWO,幃翔
6186.TWO,新潤
6187.TWO,萬潤
6188.TWO,廣明
6190.TWO,萬泰科
6194.TWO,育富
6195.TWO,詩肯
6198.TWO,瑞築
6199.TWO,天品
6203.TWO,海韻電
6204.TWO,艾華
6207.TWO,雷科
6208.TWO,日揚
6210.TWO,慶生
6212.TWO,理銘
6217.TWO,中探針
6218.TWO,豪勉
6219.TWO,富旺
6220.TWO,岳豐
6221.TWO,晉泰
6222.TWO,立軒
6223.TWO,旺矽
6227.TWO,茂綸
6228.TWO,全譜
6229.TWO,研通
6231.TWO,系微
6233.TWO,旺玖
6234.TWO,高僑
6236.TWO,中湛
6237.TWO,驊訊
6240.TWO,松崗
6241.TWO,易通展
6242.TWO,立康
6244.TWO,茂迪
6245.TWO,立端
6246.TWO,臺龍
6248.TWO,沛波
6259.TWO,百徽
6261.TWO,久元
6263.TWO,普萊德
6264.TWO,富裔
6265.TWO,方方土昶
6266.TWO,泰詠
6270.TWO,倍微
6274.TWO,台燿
6275.TWO,元山
6276.TWO,安鈦克
6279.TWO,胡連
6284.TWO,佳邦
6290.TWO,良維
6291.TWO,沛亨
6292.TWO,迅德
6294.TWO,智基
6411.TWO,晶焱
6417.TWO,韋僑
6418.TWO,詠昇
6419.TWO,京晨科
6425.TWO,易發
6432.TWO,今展科
6435.TWO,大中
6441.TWO,廣錠
6461.TWO,益得
6462.TWO,神盾
6465.TWO,威潤
6469.TWO,大樹
6470.TWO,宇智
6482.TWO,弘煜科
6485.TWO,點序
6486.TWO,互動
6488.TWO,環球晶
6492.TWO,生華科
6494.TWO,九齊
6496.TWO,科懋
6498.TWO,久禾光
6499.TWO,益安
6506.TWO,雙邦
6508.TWO,惠光
6509.TWO,聚和
6510.TWO,精測
6512.TWO,啟發電
6516.TWO,勤崴國際
6517.TWO,保勝光學
6523.TWO,達爾膚
6527.TWO,明達醫
6530.TWO,創威
6532.TWO,瑞耘
6535.TWO,順藥
6538.TWO,倉和
6542.TWO,隆中
6546.TWO,正基
6547.TWO,高端疫苗
6548.TWO,長科*
6556.TWO,勝品
6560.TWO,欣普羅
6561.TWO,是方
6568.TWO,宏觀
6569.TWO,醫揚
6570.TWO,維田
6574.TWO,霈方
6576.TWO,逸達
6577.TWO,勁豐
6578.TWO,達邦蛋白
6584.TWO,南俊國際
6588.TWO,東典光電
6590.TWO,普鴻
6593.TWO,台灣銘板
6596.TWO,寬宏藝術
6597.TWO,立誠
6603.TWO,富強鑫
6609.TWO,瀧澤科
6612.TWO,奈米醫材
6613.TWO,朋億*
6615.TWO,慧智
6616.TWO,特昇-KY
6617.TWO,共信-KY
6624.TWO,萬年清
6629.TWO,泰金-KY
6637.TWO,醫影
6640.TWO,均華
6642.TWO,富致
6643.TWO,M31
6649.TWO,台生材
6651.TWO,全宇昕
6654.TWO,天正國際
6661.TWO,威健生技
6662.TWO,樂斯科
6664.TWO,群翊
6667.TWO,信紘科
6679.TWO,鈺太
6680.TWO,鑫創電子
6683.TWO,雍智科技
6684.TWO,安格
6690.TWO,安碁資訊
6692.TWO,進能服
6693.TWO,廣閎科
6697.TWO,東捷資訊
6703.TWO,軒郁
6708.TWO,天擎
6712.TWO,長聖
6716.TWO,應廣
6720.TWO,久昌
6721.TWO,信實
6727.TWO,亞泰金屬
6728.TWO,上洋
6732.TWO,昇佳電子
6733.TWO,博晟生醫
6735.TWO,美達科技
6739.TWO,竹陞科技
6741.TWO,91APP*-KY
6747.TWO,亨泰光
6751.TWO,智聯服務
6752.TWO,叡揚
6761.TWO,穩得
6762.TWO,達亞
6763.TWO,綠界科技*
6767.TWO,台微醫
6785.TWO,昱展新藥
6788.TWO,華景電
6791.TWO,虎門科技
6803.TWO,崑鼎
6804.TWO,明係
6811.TWO,宏碁資訊
6821.TWO,聯寶
6823.TWO,濾能
6829.TWO,千附精密
6840.TWO,東研信超
6841.TWO,長佳智能
6843.TWO,進典
6844.TWO,諾貝兒
6846.TWO,綠茵
6855.TWO,數泓科
6856.TWO,鑫傳
6859.TWO,伯特光
6865.TWO,偉康科技
6870.TWO,騰雲
6872.TWO,浩宇生醫
6874.TWO,倍力
6875.TWO,國邑*
6877.TWO,鏵友益
6881.TWO,潤德
6894.TWO,衛司特
6895.TWO,宏碩系統
6899.TWO,創為精密
6903.TWO,巨漢
6904.TWO,伯鑫
6913.TWO,鴻呈
6922.TWO,宸曜
6925.TWO,意藍
6929.TWO,佑全
6953.TWO,家碩
6967.TWO,汎瑋材料
6968.TWO,萬達寵物
6971.TWO,惠民實業
6982.TWO,大井泵浦
6996.TWO,力領科技
6997.TWO,博弘
7402.TWO,邑錡
7547.TWO,碩網
7556.TWO,意德士科技
7584.TWO,樂意
7642.TWO,昶瑞機電
7703.TWO,銳澤
7704.TWO,明遠精密
7708.TWO,全家餐飲
7709.TWO,榮田
7712.TWO,博盛半導體
7713.TWO,威力德生醫
7714.TWO,創泓科技
7715.TWO,裕山
7716.TWO,昱臺國際
7718.TWO,友鋮
7723.TWO,築間
7728.TWO,光焱科技
7734.TWO,印能科技
7738.TWO,東聯互動
7743.TWO,金利食安
7747.TWO,昕奇雲端
7751.TWO,竑騰
7753.TWO,星亞
7757.TWO,金色三麥
7782.TWO,光速火箭
8024.TWO,佑華
8027.TWO,鈦昇
8032.TWO,光菱
8034.TWO,榮群
8038.TWO,長園科
8040.TWO,九暘
8042.TWO,金山電
8043.TWO,蜜望實
8044.TWO,網家
8047.TWO,星雲
8048.TWO,德勝
8049.TWO,晶采
8050.TWO,廣積
8054.TWO,安國
8059.TWO,凱碩
8064.TWO,東捷
8066.TWO,來思達
8067.TWO,志旭
8068.TWO,全達
8069.TWO,元太
8071.TWO,能率網通
8074.TWO,鉅橡
8076.TWO,伍豐
8077.TWO,洛碁
8080.TWO,泰霖
8083.TWO,瑞穎
8084.TWO,巨虹
8085.TWO,福華
8086.TWO,宏捷科
8087.TWO,麗升能源
8088.TWO,品安
8089.TWO,康全電訊
8091.TWO,翔名
8092.TWO,建暐
8093.TWO,保銳
8096.TWO,擎亞
8097.TWO,常珵
8099.TWO,大世科
8107.TWO,大億金茂
8109.TWO,博大
8111.TWO,立碁
8121.TWO,越峰
8147.TWO,正淩
8155.TWO,博智
8171.TWO,天宇
8176.TWO,智捷
8182.TWO,加高
8183.TWO,精星
8227.TWO,巨有科技
8234.TWO,新漢
8240.TWO,華宏
8255.TWO,朋程
8272.TWO,全景軟體
8277.TWO,商丞
8279.TWO,生展
8284.TWO,三竹
8289.TWO,泰藝
8291.TWO,尚茂
8299.TWO,群聯
8342.TWO,益張
8349.TWO,恒耀國際
8354.TWO,冠好
8358.TWO,金居
8383.TWO,千附
8390.TWO,金益鼎
8401.TWO,白紗科
8403.TWO,盛弘
8409.TWO,商之器
8410.TWO,森田
8415.TWO,大國鋼
8416.TWO,實威
8421.TWO,旭源
8423.TWO,保綠-KY
8424.TWO,惠普
8426.TWO,紅木-KY
8431.TWO,匯鑽科
8432.TWO,東生華
8433.TWO,弘帆
8435.TWO,鉅邁
8436.TWO,大江
8437.TWO,大地-KY
8440.TWO,綠電
8444.TWO,綠河-KY
8446.TWO,華研
8450.TWO,霹靂
8455.TWO,大拓-KY
8472.TWO,夠麻吉
8477.TWO,創業家
8489.TWO,三貝德
8905.TWO,裕國
8906.TWO,花王
8908.TWO,欣雄
8916.TWO,光隆
8917.TWO,欣泰
8921.TWO,沈氏
8923.TWO,時報
8924.TWO,大田
8927.TWO,北基
8928.TWO,鉅明
8929.TWO,富堡
8930.TWO,青鋼
8931.TWO,大汽電
8932.TWO,智通*
8933.TWO,愛地雅
8935.TWO,邦泰
8936.TWO,國統
8937.TWO,合騏
8938.TWO,明安
8941.TWO,關中
8942.TWO,森鉅
9949.TWO,琉園
9950.TWO,萬國通
9951.TWO,皇田
9960.TWO,邁達康
9962.TWO,有益
